Account ID,Industry,Vertical, Total BRR , AnnualRevenue ,NumberOfEmployees, DandB Revenue ,DandB Total Employees
Acct-002534,Healthcare,Healthcare - Other, $-   ," $173,541.61 ",3," $190,895.49 ",3
Acct-003505,Healthcare,Healthcare, $-   ," $26,536,200.94 ",240," $26,536,200.94 ",240
Acct-003506,Healthcare,Healthcare, $-   , $-   ,0, $-   ,0
Acct-000606,Telecommunications,National Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-001799,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001809,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001819,Professional Services,Legal, $-   , $-   ,0, $-   ,0
Acct-002098,Media & Content,Media, $-   , $-   ,0, $-   ,0
Acct-001803,Energy & Manufacturing,Manufacturing - Other, $-   , $-   ,0, $-   ,0
Acct-002093,Professional Services,Commercial Systems Integrator, $-   , $-   ,0, $-   ,0
Acct-002085,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-001797,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-001746,Energy,Mining, $-   , $-   ,0, $-   ,0
Acct-003279,Other Industry,Retail, $-   ," $9,344,931.92 ",11," $9,251,482.61 ",11
Acct-000866,ZPS,ZPS, $-   , $-   ,0, $-   ,0
Acct-001820,Professional Services,Consulting / Other Professional Services, $-   ," $119,860.00 ",2, $-   ,0
Acct-002022,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001990,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-002133,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-001741,Professional Services,Commercial Systems Integrator, $-   , $-   ,0, $-   ,0
Acct-001818,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001982,Professional Services,Commercial Systems Integrator, $-   , $-   ,0, $-   ,0
Acct-001812,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-001858,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001854,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-001850,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001804,Research & Education,Higher Education, $-   , $-   ,0, $-   ,0
Acct-002081,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002086,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001844,Professional Services,Commercial Systems Integrator, $-   , $-   ,0, $-   ,0
Acct-002002,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002096,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002004,Other Industry,Real Estate / Construction, $-   , $-   ,0, $-   ,0
Acct-002010,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-002011,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002103,Other Industry,Hospitality, $-   , $-   ,0, $-   ,0
Acct-003097,Energy & Manufacturing,Utilities, $-   , $-   ,0, $-   ,0
Acct-002013,Media & Content,Media, $-   , $-   ,0, $-   ,0
Acct-002025,Research & Education,Research, $-   , $-   ,0, $-   ,0
Acct-002024,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002112,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-002028,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001879,Other Industry,Non-Healthcare Insurance, $-   , $-   ,0, $-   ,0
Acct-001884,Healthcare,Health Insurance, $-   , $-   ,0, $-   ,0
Acct-001875,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-001882,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001867,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001865,Manufacturing,Manufacturing - Other, $-   , $-   ,0, $-   ,0
Acct-002105,IT Infrastructure,Cloud Service Provider, $-   , $-   ,0, $-   ,0
Acct-002116,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-001871,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001885,Professional Services,Legal, $-   , $-   ,0, $-   ,0
Acct-001961,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002144,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-001735,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001993,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001737,Other Industry,Real Estate / Construction, $-   , $-   ,0, $-   ,0
Acct-001751,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-002126,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-002128,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002051,Other Industry,Real Estate / Construction, $-   , $-   ,0, $-   ,0
Acct-001886,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002120,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002048,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001762,Professional Services,Commercial Systems Integrator, $-   , $-   ,0, $-   ,0
Acct-001765,Other Industry,Real Estate / Construction, $-   , $-   ,0, $-   ,0
Acct-002136,Research & Education,Higher Education, $-   , $-   ,0, $-   ,0
Acct-002138,Manufacturing,Manufacturing - Other, $-   , $-   ,0, $-   ,0
Acct-001814,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001769,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002160,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-001971,Research & Education,Higher Education, $-   , $-   ,0, $-   ,0
Acct-001768,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002058,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-001975,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-002162,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-000445,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002153,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-001745,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-002155,Research & Education,Research, $-   , $-   ,0, $-   ,0
Acct-001964,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001754,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-001826,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003086,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-001749,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-001835,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002141,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001829,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001761,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001763,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001833,IT Infrastructure,Cloud Service Provider, $-   , $-   ,0, $-   ,0
Acct-002036,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-002040,Energy & Manufacturing,Manufacturing - Other, $-   , $-   ,0, $-   ,0
Acct-001873,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-002037,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001864,Energy & Manufacturing,Oil & Gas, $-   , $-   ,0, $-   ,0
Acct-002060,Professional Services,Commercial Systems Integrator, $-   ," $50,710.00 ",1," $50,710.00 ",1
Acct-000671,Media & Content,Internet Content & Software, $-   ," $43,159,020.07 ",165," $47,178,657.02 ",165
Acct-002672,Professional Services,Engineering, $-   , $-   ,0, $-   ,0
Acct-000670,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001115,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-000731,Energy & Manufacturing,Manufacturing - Other, $-   , $-   ,0, $-   ,0
Acct-000251,IT Infrastructure,Colo/Hosting, $-   , $-   ,0, $-   ,0
Acct-003141,Healthcare,Healthcare, $-   ," $193,620.00 ",4," $852,083.82 ",4
Acct-003393,Government,Federal Government, $-   , $-   ,4800, $-   ,4800
Acct-002166,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-003245,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-001213,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-002568,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003478,Research & Education,K-12 Education, $-   ," $94,482.87 ",37," $34,938.27 ",40
Acct-001250,Research & Education,K-12 Education, $-   ," $76,778.63 ",32," $87,317.09 ",32
Acct-003474,Research & Education,K-12 Education, $-   ," $56,213,905.74 ",800," $60,347,472.38 ",800
Acct-003477,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-001273,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003485,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-001943,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003527,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-002569,Research & Education,K-12 Education, $-   ," $4,082,318.19 ",50," $4,490,550.29 ",50
Acct-003518,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003436,Research & Education,K-12 Education, $-   ," $47,221,089.30 ",5030," $47,221,089.30 ",5030
Acct-002566,Research & Education,K-12 Education, $-   ," $149,437,552.55 ",4506," $180,819,438.82 ",4239
Acct-002488,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-002564,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-000238,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-003054,Energy & Manufacturing,Manufacturing - Other, $-   , $-   ,0, $-   ,0
Acct-003531,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003517,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003515,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003519,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003521,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003529,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003528,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-002565,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-001339,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003385,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003479,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003514,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003520,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003325,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003235,Media & Content,Internet Content & Software, $-   ," $8,285,797.33 ",1," $8,202,939.96 ",21
Acct-000679,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-003080,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-003310,Telecommunications,National Carrier/ISP, $-   ," $1,106,400.00 ",13," $1,106,400.00 ",13
Acct-000417,Healthcare,Pharmaceuticals / BioTech, $-   , $-   ,0, $-   ,0
Acct-003560,Professional Services,Commercial Systems Integrator, $-   ," $9,389,055.15 ",130," $11,360,756.76 ",130
Acct-003425,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-001238,IT Infrastructure,Colo/Hosting, $-   ," $781,944.51 ",12," $829,800.00 ",12
Acct-001208,Telecommunications,National Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-003394,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003267,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-003630,Other Industry,Church, $-   , $-   ,0, $-   ,0
Acct-000647,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-001392,IT Infrastructure,Cloud Service Provider, $-   , $-   ,0, $-   ,0
Acct-001368,Professional Services,Legal, $-   ," $36,818,181.74 ",238," $39,974,471.72 ",238
Acct-003073,Media & Content,Internet Content & Software, $-   ," $35,363,340.43 ",100," $28,644,305.99 ",100
Acct-002580,IT Infrastructure,Cloud Service Provider, $-   , $-   ,0, $-   ,0
Acct-000726,Telecommunications,VOIP/VSP, $-   , $-   ,0, $-   ,0
Acct-002514,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-002502,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003501,Research & Education,K-12 Education, $-   ," $487,437.43 ",1200," $294,896.17 ",1200
Acct-001202,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003516,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003538,Research & Education,K-12 Education, $-   ," $108,714,296.05 ",1737," $97,842,866.81 ",1737
Acct-003606,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003537,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003605,IT Infrastructure,Colo/Hosting, $-   ," $13,983,234.56 ",150," $20,107,213.88 ",150
Acct-003582,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003593,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003596,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003592,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003484,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-001287,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003475,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003583,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003594,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-002400,Media & Content,Internet Content & Software, $-   ," $101,420.00 ",2," $1,683,588.60 ",11
Acct-003580,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-003067,IT Infrastructure,Cloud Service Provider, $-   ," $543,983,688.00 ",2970," $629,444,790.00 ",3333
Acct-000878,,, $-   , $-   ,0, $-   ,0
Acct-002182,Media & Content,Internet Content & Software, $-   ," $28,947,228.17 ",50," $77,151,116.00 ",590
Acct-000050,Media & Content,Media, $-   , $-   ,0, $-   ,0
Acct-003586,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003584,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003510,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003607,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003603,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003481,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003602,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003476,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003610,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003613,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-003614,Research & Education,K-12 Education, $-   , $-   ,0, $-   ,0
Acct-000760,Telecommunications,Regional Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-000978,Telecommunications,Reseller, $-   , $-   ,0, $-   ,0
Acct-000930,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-001171,Media & Content,Internet Content & Software, $-   , $-   ,0, $-   ,0
Acct-001209,Other Industry,Telecommunications Equipment Provider, $-   ," $64,540.00 ",1," $64,540.00 ",1
Acct-003497,Research & Education,K-12 Education, $-   , $-   ,14, $-   ,0
Acct-001914,Telecommunications,Regional Carrier/ISP, $-   , $-   ,50, $-   ,0
Acct-002525,,, $-   , $-   ,58, $-   ,0
Acct-001025,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-000597,Other Industry,Telecommunications Equipment Provider, $-   ," $2,397,200.00 ",25," $2,397,200.00 ",25
Acct-002492,,, $-   , $-   ,0, $-   ,0
Acct-000484,Finance,Finance - Other, $-   ," $6,291,771.33 ",12," $7,251,550.28 ",12
Acct-003260,Media & Content,Internet Content & Software, $-   ," $25,723,800.00 ",150," $25,723,800.00 ",150
Acct-001173,Media & Content,Internet Content & Software, $-   ," $922,000.00 ",10," $922,000.00 ",10
Acct-002516,Finance,Finance - Other, $-   ," $6,454,000.00 ",6," $6,454,000.00 ",6
Acct-003561,Media & Content,Internet Content & Software, $-   ," $987,512.71 ",12," $1,521,278.79 ",14
Acct-001607,Media & Content,Media, $-   , $-   ,2, $-   ,5
Acct-003541,Telecommunications,Wireless, $-   , $-   ,0, $-   ,0
Acct-000847,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-003557,Media & Content,Internet Content & Software, $-   ," $115,659,468.50 ",210," $75,884,177.36 ",210
Acct-000879,Media & Content,Media, $-   ," $673,060.00 ",6," $1,378,827.95 ",6
Acct-003559,Media & Content,Internet Content & Software, $-   ," $108,203,338.40 ",364," $495,053,969.50 ",644
Acct-000388,IT Infrastructure,Cloud Service Provider, $-   , $-   ,0, $-   ,0
Acct-003567,Healthcare,Healthcare, $-   , $-   ,0, $-   ,0
Acct-002377,Other Industry,Accelerator, $-   ," $82,132,682.00 ",451," $82,132,682.00 ",451
Acct-000785,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-001310,Media & Content,Gaming/eSports, $-   , $-   ,0, $-   ,0
Acct-003429,Energy & Manufacturing,Utilities, $-   ," $131,036,774.43 ",2294," $59,175,804.00 ",3685
Acct-000206,Finance,Finance - Other, $-   , $-   ,0, $-   ,0
Acct-003424,Healthcare,Healthcare - Other, $-   , $-   ,0, $-   ,0
Acct-003463,Other Industry,Retail, $-   , $-   ,0, $-   ,0
Acct-002278,Finance,High Frequency Trading, $-   ," $27,874,779.90 ",76," $29,144,125.88 ",68
Acct-000897,Telecommunications,Wireless, $-   , $-   ,0, $-   ,0
Acct-001280,Telecommunications,Reseller, $-   , $-   ,0, $-   ,0
Acct-003423,Finance,Finance - Other, $-   ," $119,860.00 ",2," $179,408.29 ",2
Acct-001915,Finance,Asset Management / Hedge Fund, $-   ," $98,067.61 ",3," $123,736.09 ",2
Acct-002246,Professional Services,Consulting / Other Professional Services, $-   , $-   ,0, $-   ,0
Acct-000310,Other Industry,Accelerator, $-   , $-   ,0, $-   ,0
Acct-000644,Professional Services,Consulting / Other Professional Services, $-   ," $811,360.00 ",10," $1,574,849.76 ",10
Acct-001063,Telecommunications,National Carrier/ISP, $-   , $-   ,0, $-   ,0
Acct-002450,Manufacturing,Manufacturing - Other, $-   , $-   ,0, $-   ,0
Acct-000389,Telecommunications,Wireless, $-   , $-   ,0, $-   ,0
Acct-003234,Media & Content,Internet Content & Software, $-   ," $7,398,329.92 ",40," $8,328,264.65 ",40
